0,8
0,19
0,28
0,47
0,77
0,79
0,104
0,105
0,129
0,130
0,131
1,14
1,31
1,32
1,44
1,85
1,100
1,104
1,113
1,115
1,119
1,121
1,123
1,129
1,131
2,28
2,41
2,93
2,105
2,111
2,125
2,135
3,5
3,8
3,9
3,24
3,27
3,29
3,41
3,46
3,50
3,70
3,72
3,75
3,76
3,90
3,121
3,134
4,12
4,25
4,27
4,30
4,38
4,52
4,71
4,85
4,87
4,93
4,95
4,96
4,97
4,100
4,106
4,115
5,10
5,20
5,46
5,49
5,59
5,77
5,93
5,103
5,116
5,123
5,127
5,129
6,8
6,10
6,12
6,18
6,19
6,39
6,43
6,44
6,66
6,68
6,87
6,88
6,121
6,122
6,123
6,124
6,129
6,134
7,17
7,33
7,36
7,38
7,51
7,61
7,73
7,80
7,85
7,86
7,95
7,102
7,105
7,115
7,120
8,12
8,32
8,33
8,38
8,50
8,53
8,69
8,74
8,78
8,95
8,100
8,106
8,130
8,134
9,35
9,37
9,43
9,48
9,58
9,62
9,81
9,84
9,101
9,115
10,18
10,27
10,36
10,41
10,56
10,60
10,65
10,76
10,80
10,115
10,124
11,18
11,23
11,25
11,47
11,56
11,74
11,90
11,91
11,117
11,120
12,19
12,38
12,44
12,53
12,61
12,64
12,86
12,88
12,106
12,115
12,121
12,135
13,20
13,22
13,31
13,50
13,64
13,72
13,80
13,85
13,102
13,120
13,121
13,126
13,132
13,136
14,23
14,26
14,37
14,62
14,71
14,87
14,93
14,116
14,118
15,16
15,39
15,42
15,64
15,91
15,103
15,107
15,116
15,119
15,120
15,126
15,131
16,22
16,42
16,45
16,74
16,89
16,106
16,109
16,118
16,135
17,25
17,62
17,64
17,76
17,77
17,83
17,87
17,89
17,99
17,114
17,128
17,130
18,18
18,21
18,26
18,27
18,46
18,47
18,49
18,62
18,79
18,83
18,100
18,103
18,114
19,29
19,38
19,55
19,70
19,71
19,109
19,114
19,117
19,119
19,131
19,136
20,34
20,52
20,72
20,101
20,113
20,116
20,123
20,125
20,130
20,136
21,22
21,27
21,28
21,29
21,45
21,66
21,81
21,89
21,130
22,30
22,38
22,42
22,44
22,56
22,58
22,84
22,88
22,93
23,29
23,31
23,36
23,37
23,43
23,45
23,49
23,64
23,66
23,99
23,105
23,115
23,120
23,131
24,28
24,38
24,60
24,79
24,86
24,91
24,98
24,103
24,104
24,107
24,109
24,110
24,118
24,128
24,130
25,49
25,60
25,91
25,102
25,113
25,118
26,32
26,38
26,43
26,89
26,90
26,100
26,119
26,134
26,136
27,28
27,47
27,59
27,63
27,64
27,72
27,75
27,94
27,101
27,105
27,106
27,110
27,131
28,50
28,59
28,60
28,73
28,88
28,121
29,37
29,40
29,59
29,64
29,76
29,87
29,101
29,102
29,115
29,122
29,126
29,131
29,135
30,44
30,57
30,61
30,67
30,68
30,94
30,104
30,107
30,110
30,132
31,34
31,38
31,40
31,42
31,45
31,48
31,69
31,81
31,89
31,92
31,97
31,108
31,114
31,116
31,129
32,42
32,44
32,53
32,65
32,67
32,87
32,94
32,109
33,52
33,56
33,91
33,96
33,103
33,115
33,117
33,133
34,34
34,35
34,38
34,40
34,42
34,46
34,54
34,70
34,77
34,84
34,88
34,91
34,103
34,110
34,118
34,121
34,133
35,41
35,42
35,58
35,62
35,70
35,86
35,87
35,93
35,94
35,96
35,108
36,58
36,61
36,97
36,103
36,116
36,125
36,130
36,134
37,59
37,68
37,69
37,88
37,94
37,104
37,119
37,123
38,46
38,47
38,50
38,64
38,71
38,73
38,90
38,91
38,93
38,112
39,53
39,57
39,76
39,81
39,85
39,89
39,97
39,104
39,105
40,41
40,57
40,69
40,71
40,99
40,112
40,121
40,125
41,50
41,53
41,56
41,64
41,75
41,84
41,99
41,116
41,121
41,127
41,128
41,129
41,131
42,46
42,49
42,50
42,61
42,66
42,79
42,80
42,82
42,84
42,98
42,110
42,113
42,116
42,134
43,71
43,74
43,85
43,88
43,105
43,108
43,109
43,113
43,118
43,122
43,132
44,56
44,60
44,71
44,72
44,92
44,105
44,107
44,117
45,60
45,64
45,66
45,69
45,97
45,98
45,108
45,114
45,117
45,123
45,127
46,66
46,67
46,69
46,74
46,76
46,79
46,80
46,98
46,102
46,109
46,111
46,133
46,135
47,71
47,85
47,102
47,106
47,120
47,133
48,48
48,52
48,53
48,76
48,89
48,96
48,101
48,104
48,109
48,110
48,120
49,62
49,68
49,76
49,85
49,87
49,88
49,108
49,111
49,121
49,123
49,128
50,52
50,58
50,79
50,91
50,107
50,109
50,114
50,116
50,121
50,134
50,136
51,59
51,63
51,74
51,79
51,80
51,82
51,97
51,98
51,105
51,113
51,118
51,119
51,125
51,131
52,61
52,63
52,111
52,116
52,124
52,130
53,59
53,71
53,72
53,78
53,87
53,99
53,104
53,111
53,120
54,60
54,68
54,76
54,80
54,81
54,112
54,122
54,123
54,127
55,69
55,90
55,93
55,96
55,117
56,94
56,120
56,121
57,59
57,90
57,99
57,101
57,106
57,110
57,125
57,129
58,62
58,65
58,66
58,88
58,112
58,118
58,121
58,131
58,132
59,66
59,79
59,84
59,131
59,132
59,136
60,61
60,86
60,102
60,107
60,111
60,115
60,116
60,126
60,134
61,67
61,69
61,71
61,82
61,87
61,104
61,110
61,117
61,126
61,129
62,68
62,73
62,101
62,123
63,80
63,86
63,103
63,113
63,126
64,65
64,90
64,92
64,94
64,96
64,99
64,100
64,110
64,120
64,121
64,130
64,134
64,136
65,89
65,93
65,106
65,113
65,116
65,121
65,127
66,90
66,99
66,105
67,67
67,86
67,88
67,90
67,134
68,84
68,87
68,88
68,89
68,91
68,106
68,116
68,123
69,96
69,100
69,108
69,121
69,134
69,135
69,136
70,90
70,93
70,100
70,101
70,129
71,78
71,83
71,89
71,109
71,110
71,124
71,133
72,96
72,118
73,97
73,122
73,125
73,131
74,76
74,93
74,121
75,87
75,97
75,129
75,132
75,134
76,95
76,98
76,101
76,102
76,106
76,108
76,121
77,83
77,88
77,90
77,91
77,92
77,104
77,107
77,123
77,131
78,94
78,99
78,101
78,103
78,106
78,131
78,133
79,88
79,89
79,120
79,136
80,80
80,81
80,82
80,89
80,94
80,101
80,118
80,124
81,96
81,99
81,123
81,125
81,126
81,129
81,136
82,83
82,86
82,88
82,106
82,120
82,126
82,129
82,133
83,85
83,105
83,111
83,122
83,123
83,136
84,95
84,96
84,102
84,128
85,87
85,91
85,98
85,111
85,129
85,136
86,112
86,114
86,126
86,132
87,112
87,133
88,92
88,101
88,104
88,111
88,112
88,114
88,131
88,136
89,100
89,107
89,127
89,133
90,90
90,95
90,105
90,106
90,110
90,115
90,120
90,123
90,126
90,135
91,95
91,104
91,116
91,121
92,103
92,125
92,134
93,102
93,104
93,119
93,128
93,130
93,134
93,135
94,95
94,98
94,102
94,106
94,118
94,129
94,131
95,104
95,113
95,122
96,102
96,108
96,109
96,113
96,126
97,98
97,99
97,100
97,110
97,119
97,133
98,107
98,109
98,116
98,121
98,127
98,128
98,131
99,103
99,105
99,109
99,110
100,108
100,123
100,130
100,134
100,136
101,109
101,111
101,112
101,120
101,121
101,125
101,127
101,132
103,124
103,127
104,109
104,111
104,112
104,122
104,136
105,106
105,112
105,119
105,131
105,136
106,111
106,117
106,126
106,136
107,110
107,112
107,135
108,124
108,125
109,109
109,135
110,123
111,118
111,124
112,112
112,116
112,133
113,114
113,126
113,131
114,125
116,123
116,124
